Date,Region,New_Tests,Total_Tests,Positivity,Turn_Around hours
2020-04-23,Vancouver Coastal,573,21063,3.32,22
2020-04-23,Vancouver Island,397,10308,1.01,19
2020-04-24,BC,2539,74162,2.72,27
2020-04-24,Fraser,945,27391,5.19,29
2020-04-24,Interior,427,10633,0.7,26
2020-04-24,Northern,99,3065,2.02,35
2020-04-24,Unknown,25,659,0,24
2020-04-24,Vancouver Coastal,636,21699,2.04,26
2020-04-24,Vancouver Island,407,10715,0.25,21
2020-04-25,BC,2450,76612,1.76,26
2020-04-25,Fraser,702,28093,2.56,31
2020-04-25,Interior,346,10979,0.29,25
2020-04-25,Northern,116,3181,0,33
2020-04-25,Unknown,29,688,0,29
2020-04-25,Vancouver Coastal,788,22487,2.41,24
2020-04-25,Vancouver Island,469,11184,0.43,22
2020-04-26,BC,2240,78852,1.96,33
2020-04-26,Fraser,908,29001,3.41,40
2020-04-26,Interior,260,11239,2.69,32
2020-04-26,Northern,103,3284,0,42
2020-04-26,Unknown,10,698,0,26
2020-04-26,Vancouver Coastal,639,23126,0.78,27
2020-04-26,Vancouver Island,320,11504,0.31,21
2020-04-27,BC,2103,80955,2.85,27
2020-04-27,Fraser,906,29907,4.75,32
2020-04-27,Interior,255,11494,0.78,28
2020-04-27,Northern,62,3346,1.61,30
2020-04-27,Unknown,26,724,0,27
2020-04-27,Vancouver Coastal,528,23654,2.27,22
2020-04-27,Vancouver Island,326,11830,0.31,18
2020-04-28,BC,2777,83732,2.52,27
2020-04-28,Fraser,1143,31050,4.46,30
2020-04-28,Interior,401,11895,0.25,24
2020-04-28,Northern,68,3414,2.94,40
2020-04-28,Unknown,23,747,0,203
2020-04-28,Vancouver Coastal,696,24350,1.87,21
2020-04-28,Vancouver Island,446,12276,0.22,19
2020-04-29,BC,2655,86387,1.51,26
2020-04-29,Fraser,1035,32085,2.71,30
2020-04-29,Interior,346,12241,1.45,28
2020-04-29,Northern,107,3521,1.87,42
2020-04-29,Unknown,19,766,0,71
2020-04-29,Vancouver Coastal,687,25037,0.73,20
2020-04-29,Vancouver Island,461,12737,0,20
2020-04-30,BC,2631,89018,1.52,29
2020-04-30,Fraser,845,32930,2.49,36
2020-04-30,Interior,431,12672,0.93,31
2020-04-30,Northern,181,3702,1.66,40
2020-04-30,Unknown,23,789,0,26
2020-04-30,Vancouver Coastal,690,25727,1.59,24
2020-04-30,Vancouver Island,461,13198,0.22,20
2020-05-01,BC,2820,91838,2.02,28
2020-05-01,Fraser,1000,33930,4.3,30
2020-05-01,Interior,412,13084,0,33
2020-05-01,Northern,118,3820,0.85,39
2020-05-01,Unknown,19,808,0,38
2020-05-01,Vancouver Coastal,757,26484,1.32,25
2020-05-01,Vancouver Island,514,13712,0.39,22
2020-05-02,BC,2655,94493,1.58,30
2020-05-02,Fraser,929,34859,2.15,35
2020-05-02,Interior,431,13515,0.46,31
2020-05-02,Northern,157,3977,0.64,34
2020-05-02,Unknown,14,822,0,27
2020-05-02,Vancouver Coastal,707,27191,2.55,25
2020-05-02,Vancouver Island,417,14129,0.24,25
2020-05-03,BC,2415,96908,1.86,30
2020-05-03,Fraser,796,35655,4.02,34
2020-05-03,Interior,475,13990,0.42,29
2020-05-03,Northern,57,4034,3.51,37
2020-05-03,Unknown,19,841,0,30
2020-05-03,Vancouver Coastal,686,27877,1.31,30
2020-05-03,Vancouver Island,382,14511,0,22
2020-05-04,BC,1963,98871,2.04,23
2020-05-04,Fraser,651,36306,3.84,27
2020-05-04,Interior,528,14518,0.95,22
2020-05-04,Northern,67,4101,2.99,28
2020-05-04,Unknown,12,853,0,20
2020-05-04,Vancouver Coastal,404,28281,1.49,22
2020-05-04,Vancouver Island,301,14812,0,17
2020-05-05,BC,2100,100971,2.05,25
2020-05-05,Fraser,595,36901,5.04,30
2020-05-05,Interior,492,15010,0.61,27
2020-05-05,Northern,73,4174,4.11,32
2020-05-05,Unknown,16,869,0,21
2020-05-05,Vancouver Coastal,606,28887,1.16,22
2020-05-05,Vancouver Island,318,15130,0,18
2020-05-06,BC,2832,103803,1.17,25
2020-05-06,Fraser,928,37829,1.62,28
2020-05-06,Interior,754,15764,0.4,26
2020-05-06,Northern,109,4283,0,38
2020-05-06,Unknown,18,887,0,32
2020-05-06,Vancouver Coastal,633,29520,2.37,22
2020-05-06,Vancouver Island,390,15520,0,20
2020-05-07,BC,2660,106463,1.5,27
2020-05-07,Fraser,824,38653,2.79,31
2020-05-07,Interior,751,16515,0.27,26
2020-05-07,Northern,116,4399,0.86,39
2020-05-07,Unknown,11,898,0,22
2020-05-07,Vancouver Coastal,580,30100,2.07,25
2020-05-07,Vancouver Island,378,15898,0.53,19
2020-05-08,BC,2064,108527,1.6,24
2020-05-08,Fraser,742,39395,2.16,25
2020-05-08,Interior,303,16818,0,27
2020-05-08,Northern,104,4503,0.96,32
2020-05-08,Unknown,21,919,0,24
2020-05-08,Vancouver Coastal,565,30665,2.83,24
2020-05-08,Vancouver Island,329,16227,0,18
2020-05-09,BC,1835,110362,1.36,24
2020-05-09,Fraser,604,39999,2.98,25
2020-05-09,Interior,334,17152,0.9,26
2020-05-09,Northern,67,4570,1.49,32
2020-05-09,Unknown,26,945,0,33
2020-05-09,Vancouver Coastal,558,31223,0.54,22
2020-05-09,Vancouver Island,246,16473,0,21
2020-05-10,BC,1136,111498,1.41,24
2020-05-10,Fraser,328,40327,3.35,31
2020-05-10,Interior,185,17337,1.08,20
2020-05-10,Northern,1,4571,0,0
2020-05-10,Unknown,11,956,0,26
2020-05-10,Vancouver Coastal,415,31638,0.72,21
2020-05-10,Vancouver Island,196,16669,0,20
